fasttheybrilliant@gmail.com,somewhereas,heTrue,Null,2012-03-20,3804200,"""Bones, Susan!"" 
",false,false,irl,false
HogwartsstartedFollow@gmail.com,crowdonto,itwall,Null,2017-01-08,5806229,"The others laughed. 
",false,true,science,true
sayflickeredthe@gmail.com,saidunder,ata,Null,2018-10-22,729224,"""Foul!"" screamed the Gryffindors. 
",false,false,etc,false
outsaidtrue@gmail.com,hadn'tthey,merelyaround,Null,2015-08-22,6307132,"Ron threw the cloak back over them as the luminous eyes of Mrs. Norris came round the door. Ron and Harry stood quite still, both thinking the same thing -- did the cloak work on cats? After what seemed an age, she turned and left. 
",false,false,creative,false
staredschoolGot@gmail.com,andyou,hardto,Null,2015-09-01,3214425,"Something bright white was gleaming on the ground. They inched closer. 
",false,true,irl,false
thresholdkeepclutched@gmail.com,ifask,Filchthe,Null,2018-08-07,5223624,"They were cold and empty and made you think of dark tunnels. 
",false,false,creative,false
WhyHagridstrayed@gmail.com,forsee,outexcellent,Null,2010-02-24,7887633,"""First -- to Mr. Ronald Weasley..."" 
",false,true,podcasts,false
wizardinghalflong@gmail.com,openA,don'tin,Null,2014-05-22,3432118,"Hermione and Neville were suffering, too. They didn't have as bad a time as Harry, because they weren't as well-known, but nobody would speak to them, either. Hermione had stopped drawing attention to herself in class, keeping her head down and working in silence. 
",false,false,irl,false
apartdoortwitched@gmail.com,staredI,brokenup,Null,2010-08-01,7076781,"""You let Professor Dumbledore in..."" 
",false,false,podcasts,false
upLondonout@gmail.com,THEmust,chainedin,Null,2016-11-19,3443267,"""But what happened to Vol--, sorry -- I mean, You-Know-Who?"" 
",false,true,etc,false
bestunclethere@gmail.com,onthank,fighthis,Null,2010-09-23,1615118,"""You're losing it, too,"" said Ron. ""I'm Ron, remember?"" 
",false,false,etc,false
theCharlie'sFrogs@gmail.com,HeThey,aand,Null,2013-05-04,2864440,"I've never seen anything like it. Was that your first time on a broomstick, Potter?"" 
",false,true,science,false
theyIwe've@gmail.com,outtaimportant,Professortaking,Null,2014-11-26,2362519,"""Well, "" Hermione exploded, ""if he did -- I mean to say that's terrible -- you could have been killed."" 
",false,false,irl,false
theDrivedropped@gmail.com,themlooking,winIt,Null,2012-05-23,970782,"Dudley began to cry loudly. In fact, he wasn't really crying -- it had been years since he'd really cried -- but he knew that if he screwed up his face and wailed, his mother would give him anything he wanted. 
",false,false,gaming,false
passagesMcGonagallbelieve@gmail.com,unicornDean's,yourbehind,Null,2016-09-25,2269842,"""Harry Potter, ""chorused the twins. 
",false,false,gaming,false
ifbetweenbut@gmail.com,standingrapped,asthinking,Null,2016-10-15,2152716,"""Fluffy?"" 
",false,true,etc,false
Dursleyjustthough@gmail.com,causeHe,disturbupstairs,Null,2016-11-27,1390094,"""Are you serious, Professor?"" 
",false,false,science,false
changedclearingoff@gmail.com,towardher,toI've,Null,2018-11-27,537637,"""I'll get him,"" said Ron, grinding his teeth at Malfoy's back, ""one of these days, I'll get him --"" 
",false,true,creative,false
thisyourlooking@gmail.com,tothem,wasthey,Null,2010-02-05,4952006,"Twice, Ron only just noticed in time that Harry and Hermione were in danger. He himself darted around the board, taking almost as many white pieces as they had lost black ones. 
",false,false,science,false
fullheout@gmail.com,himto,Solightning,Null,2018-06-18,7939865,"""Like I said, Yeh'd be mad ter try an' rob it,"" said Hagrid. 
",false,true,irl,false
somehowfearthem@gmail.com,whatdown,cloakSnape,Null,2011-11-10,6844843,"He lowered himself through the hole until he was hanging on by his fingertips. Then he looked up at Ron and said, ""If anything happens to me, don't follow. Go straight to the owlery and send Hedwig to Dumbledore, right?"" 
",false,false,gaming,false
meetSnape'scheck@gmail.com,that'sLongbottom,matterright,Null,2016-07-07,3692804,"Come on, Hermione!"" 
",false,false,creative,false
heheardrushed@gmail.com,anThey,therose,Null,2017-03-08,2124709,"Then a noise in the next room made them jump. Harry had only just raised his wand when they heard someone speak -and it wasn't Malfoy. 
",false,false,podcasts,false
bookLeakyseven@gmail.com,eatingit,alistening,Null,2013-03-17,7834137,"Let's see... yeah, then he said he had the dragon egg an' we could play cards fer it if I wanted... but he had ter be sure I could handle it, he didn' want it ter go ter any old home.... So I told him, after Fluffy, a dragon would be easy..."" 
",false,true,podcasts,false
thenonit's@gmail.com,downsomething,willback,Null,2018-02-18,3107136,"""Severus?"" Quirrell laughed, and it wasn't his usual quivering treble, either, but cold and sharp. ""Yes, Severus does seem the type, doesn't he? So useful to have him swooping around like an overgrown bat. Next to him, who would suspect p-p-poor, st-stuttering P-Professor Quirrell?"" 
",false,false,etc,false
ofafterheard@gmail.com,anotherwanted,sweaterwas,Null,2016-04-19,4856261,"""You're going out again,"" he said. 
",false,false,gaming,false
thingsIof@gmail.com,bottlea,notwalls,Null,2015-04-07,69667,"At the start-of-term banquet, Harry had gotten the idea that Professor Snape disliked him. By the end of the first Potions lesson, he knew he'd been wrong. Snape didn't dislike Harry -- he hated him. 
",false,false,science,false
leavesfirstknow@gmail.com,ofthe,enoughwith,Null,2011-02-08,5275633,"""Well -- I was lucky once, wasn't I?"" said Harry, pointing at his scar. 
",false,false,gaming,false
GoofCalm@gmail.com,onewas,anbarely,Null,2018-02-01,1021102,"He left Quirrell to die; he shows just as little mercy to his followers as his enemies. Nevertheless, Harry, while you may only have delayed his return to power, it will merely take someone else who is prepared to fight what seems a losing battle next time -- and if he is delayed again, and again, why, he may never return to power."" 
",false,true,etc,true
comeIHagrid's@gmail.com,Sitso,youwere,Null,2016-05-10,7465622,"he was talking about interfering with what the planets say is going to happen.... They must show that Voldemort's coming back.... Bane thinks Firenze should have let Voldemort kill me.... I suppose that's written in the stars as well."" 
",false,false,irl,false
theoverspell@gmail.com,Menervous,andup,Null,2013-01-08,2216782,"""A Muggle,"" said Hagrid, ""it's what we call nonmagic folk like thern. 
",false,false,gaming,false
Weeverythinghis@gmail.com,heardnoticing,knowbooks,Null,2014-09-05,7545425,"""We're coming,"" said Hermione. 
",false,true,podcasts,false
He'sobviouslycommon@gmail.com,hadwords,beroom,Null,2018-06-18,3343818,"The door of the compartment slid open and the youngest redheaded boy came in. 
",false,false,podcasts,false
andoutHarry@gmail.com,didn'thad,tellingwhat,Null,2015-01-05,2705944,"""Yes, but not to us,"" said Ron in exasperation. ""Neville, you don't know what you're doing."" 
",false,false,science,false
lookedbatsand@gmail.com,howsomething,backthe,Null,2013-07-16,1863773,"""What utter rubbish! How dare you tell such lies! Come on -- I shall see Professor Snape about you, Malfoy!"" 
",false,false,science,false
usinHagrid@gmail.com,yehdo,OneVernon,Null,2014-01-18,6508950,"""See you later, then,"" said Harry. 
",false,true,podcasts,false
gosaidyet@gmail.com,theyhis,sevenout,Null,2010-09-22,7984796,"""We're coming,"" said Hermione. 
",false,false,creative,false
creptwaterlay@gmail.com,whatbe,zoosaid,Null,2013-07-07,6455901,"a Black boy even taller than Ron, joined Harry at the Gryffindor table. 
",false,true,science,false
happenwasopen@gmail.com,andStone,sorryMrs,Null,2014-04-08,4200329,"""Catch it if you can, then!"" he shouted, and he threw the glass ball high into the air and streaked back toward the ground. 
",false,true,podcasts,true
dieHarryThe@gmail.com,recognizethe,onlyowe,Null,2018-02-12,7966571,"Harry nodded, but he couldn't shake off a lurking feeling that there was something he'd forgotten to do, something important. When he tried to explain this, Hermione said, ""That's just the exams. I woke up last night and was halfway through my Transfiguration notes before I remembered we'd done that one."" 
",false,false,creative,false
thesayingenough@gmail.com,surprisedin,butthought,Null,2015-04-12,804284,"He walked up to a black knight and put his hand out to touch the knight's horse. At once, the stone sprang to life. The horse pawed the ground and the knight turned his helmeted head to look down at Ron. 
",false,true,etc,false
Mrsdownin@gmail.com,Butno,youSeamus's,Null,2018-06-09,2515757,"Both Harry and Ron stood up. 
",false,true,gaming,false
couldwhatHarry@gmail.com,heI've,letof,Null,2014-10-11,1544120,"""Always wanted to shake your hand -- I'm all of a flutter."" 
",false,true,science,true
weandof@gmail.com,theup,ahuge,Null,2018-10-03,4329371,"""And it showed your friend Ron himself as head boy."" 
",false,false,irl,false
Hermioneofeveryone@gmail.com,Thehead,Iday,Null,2015-08-12,441941,"""Now, I want a nice fair game, all of you,"" she said, once they were all gathered around her. Harry noticed that she seemed to be speaking particularly to the Slytherin Captain, Marcus Flint, a sixth year. Harry thought Flint looked as if he had some troll blood in him. Out of the corner of his eye he saw the fluttering banner high above, flashing Potter for President over the crowd. His heart skipped. He felt braver. 
",false,false,irl,false
Hagridsoothein@gmail.com,ofDoor's,outeyes,Null,2011-04-26,3912105,"""You what?"" Hagrid looked shocked. ""Listen here -- I've told yeh -- drop it. It's nothin' to you what that dog's guardin'."" 
",false,true,irl,false
floorwasGryffindors@gmail.com,somethingfrom,aboutlegs,Null,2014-02-14,1975959,"""It's not poison?"" said Harry anxiously. 
",false,false,etc,false
shockoverheard@gmail.com,couldn'tRon's,saywas,Null,2011-02-14,674869,"CHAPTER FOURTEEN 
",false,false,gaming,false
andfromin@gmail.com,ALBUScream,verykidney,Null,2015-03-16,2408632,"""Got it,"" said Hagrid at last, holding up a tiny golden key. 
",false,false,creative,false
goblinputtingcauldron@gmail.com,firmlyMr,HarryThey,Null,2012-07-09,4061596,"CHAPTER TEN 
",false,true,etc,false
wholeInplayer@gmail.com,that'slargest,smilingI've,Null,2018-05-25,6334459,"""Never mind that, do you think he remembers what You-Know-Who looks like?"" 
",false,false,etc,false
piecesTwohad@gmail.com,coatto,downhis,Null,2012-10-24,4325632,"""I never thought to look in here!"" she whispered excitedly. ""I got this out of the library weeks ago for a bit of light reading."" 
",false,true,science,false
betheonto@gmail.com,Thewild,powerfulenclose,Null,2013-02-19,4629110,"Harry nodded, but stopped quickly, because it made his head hurt. Then he said, ""Sir, there are some other things I'd like to know, if you can tell me... things I want to know the truth about...."" 
",false,false,science,false
IfhisHarry@gmail.com,whoa,weren'tof,Null,2011-08-12,7694148,"""It's -- it's true?"" faltered Professor McGonagall. ""After all he's done... all the people he's killed... he couldn't kill a little boy? It's just astounding... of all the things to stop him... but how in the name of heaven did Harry survive?"" 
",false,false,creative,false
ferahe@gmail.com,thescore,askup,Null,2015-06-19,5883915,"Harry lay in his dark cupboard much later, wishing he had a watch. He didn't know what time it was and he couldn't be sure the Dursleys were asleep yet. Until they were, he couldn't risk sneaking to the kitchen for some food. 
",false,false,creative,false
cornerindear@gmail.com,meNot,quickerproblem,Null,2010-06-22,6316684,"The youngest boy tried to jerk out of the way, but she grabbed him and began rubbing the end of his nose. 
",false,true,creative,false
famousToldfer@gmail.com,lightHe,centaurwoken,Null,2011-04-01,623521,"""Where're you going?"" said Ron sleepily. 
",false,false,science,false
Harry'sanotherand@gmail.com,newhaven't,Christmasif,Null,2012-08-12,4795921,"""No,"" Harry said again, wondering what on earth Quidditch could be. 
",false,false,etc,false
mustmouthvery@gmail.com,Greatfrowning,immediatelythe,Null,2010-05-20,3549097,"""Nah -can't spell it. All right -- Voldemort. "" Hagrid shuddered. ""Don' make me say it again. Anyway, this -- this wizard, about twenty years ago now, started lookin' fer followers. Got 'em, too -- some were afraid, some just wanted a bit o' his power, 'cause he was gettin' himself power, all right. Dark days, Harry. Didn't know who ter trust, didn't dare get friendly with strange wizards or witches... terrible things happened. He was takin' over. 'Course, some stood up to him -- an' he killed 'em. Horribly. One o' the only safe places left was Hogwarts. Reckon Dumbledore's the only one You-Know-Who was afraid of. 
",false,false,gaming,false
wasawalked@gmail.com,mailanymore,nothinit,Null,2010-02-21,7507233,"""I've found him!"" he whispered. ""I've found Flamel! I told you I'd read the name somewhere before, I read it on the train coming here -- listen to this: 'Dumbledore is particularly famous for his defeat of the dark wizard Grindelwald in 1945, for the discovery of the twelve uses of dragon's blood, and his work on alchemy with his partner, Nicolas Flamel'!"" 
",false,false,gaming,false
onetheThat@gmail.com,thingshave,Lookreckons,Null,2015-04-08,5321908,"""Help yourself,"" said Harry. ""But in, you know, the Muggle world, people just stay put in photos."" 
",false,true,irl,true
myupweek@gmail.com,hissmaller,AtHarry,Null,2017-01-15,6855921,"For one thing, when Seamus Finnigan asked eagerly to hear how Quirrell had fought off the zombie, Quirrell went pink and started talking about the weather; for another, they had noticed that a funny smell hung around the turban, and the Weasley twins insisted that it was stuffed full of garlic as well, so that Quirrell was protected wherever he went. 
",false,false,etc,false
weren'tmayof@gmail.com,Youand,Ronthings,Null,2012-11-26,1937811,"CHAPTER SEVENTEEN 
",false,true,creative,true
meantlow-hangingstaring@gmail.com,backthe,youtiptoe,Null,2016-10-26,1064225,"""Can't, Harry, sorry,"" said Hagrid. Harry noticed him glance at the fire. Harry looked at it, too. 
",false,false,irl,false
commontheWhile@gmail.com,wasguarding,saidput,Null,2015-11-01,5320290,"""Have you got your own broom?"" the boy went on. 
",false,true,gaming,true
worrytoas@gmail.com,Snapeand,oflaughed,Null,2011-02-19,3511191,"Ron dropped his wand. Hermione Granger, telling a downright lie to a teacher? ""If they hadn't found me, I'd be dead now. Harry stuck his wand up its nose and Ron knocked it out with its own club. They didn't have time to come and fetch anyone. It was about to finish me off when they arrived."" 
",false,true,podcasts,false
inthesnapped@gmail.com,almosthasn't,fifty-eightAlbus,Null,2014-06-18,3849489,"Which was all very well, thought Harry, but he had another reason for not wanting Snape near him while he was playing Quidditch.... 
",false,false,creative,false
allbuthappened@gmail.com,fourthe,lotquickly,Null,2014-10-12,4395902,"I want --"" he began, but Uncle Vernon was tearing the letters into pieces before his eyes. Uncle Vernon didnt go to work that day. He stayed at home and nailed up the mail slot. 
",false,true,science,false
ofHeIf@gmail.com,islittle,wavedhis,Null,2012-06-17,7203330,"""Did you see his scar?"" 
",false,false,science,false
iswherehe@gmail.com,andthink,fleetmy,Null,2014-01-21,4436099,"""How's yer brother Charlie?"" Hagrid asked Ron. ""I liked him a lot -- great with animals."" 
",false,false,creative,false
patepoorerthe@gmail.com,usuallynot,upWeasley,Null,2011-04-18,4695078,"""P for prefect! Get it on, Percy, come on, we're all wearing ours, even Harry got one."" 
",false,false,podcasts,false
hewashidden@gmail.com,itsCharlie,otherhe,Null,2015-03-25,2653600,"""I'd take you on anytime on my own,"" said Malfoy. ""Tonight, if you want. 
",false,false,gaming,false
4wasyour@gmail.com,gotfell,andoutlines,Null,2015-05-17,1654742,"And so he had. 
",false,false,science,false
HarryhisMy@gmail.com,histo,couldn'tYorkshire,Null,2015-04-06,3466881,"""Right then,"" said Hagrid, ""now, listen carefully, 'cause it's dangerous what we're gonna do tonight, an' I don' want no one takin' risks. Follow me over here a moment."" 
",false,false,science,false
knowhadn'tnew@gmail.com,boilsyou,toiletjust,Null,2011-05-01,5062209,"""But yeh must know about yet mom and dad,"" he said. ""I mean, they're famous. You're famous."" 
",false,false,etc,false
Hestorieshe@gmail.com,Thethe,Woodwaiting,Null,2014-08-07,2245009,"Harry took the wand. He felt a sudden warmth in his fingers. He raised the wand above his head, brought it swishing down through the dusty air and a stream of red and gold sparks shot from the end like a firework, throwing dancing spots of light on to the walls. Hagrid whooped and clapped and Mr. Ollivander cried, ""Oh, bravo! Yes, indeed, oh, very good. Well, well, well... how curious... how very curious... “ 
",false,false,etc,false
castletooand@gmail.com,floormarks,tobeen,Null,2013-03-25,5294918,"Harry was almost glad that the exams weren't far away. All the studying he had to do kept his mind off his misery. He, Ron, and Hermione kept to themselves, working late into the night, trying to remember the ingredients in complicated potions, learn charms and spells by heart, memorize the dates of magical discoveries and goblin rebellions.... 
",false,true,podcasts,false
hurryingtheowe@gmail.com,feedSnare,juststop,Null,2012-09-23,8117500,"""Oh, him,"" said Harry. ""I mean, yes, I am."" 
",false,false,etc,false
Ronanhadlong@gmail.com,tableyou've,theirAnything,Null,2012-09-02,5750334,"The goblin looked at it closely. 
",false,false,creative,false
SnareHarrylittle@gmail.com,OuchHagrid,floorhave,Null,2015-02-11,8177784,"He smiled and popped the golden-brown bean into his mouth. Then he choked and said, ""Alas! Ear wax!"" 
",false,false,irl,false
giantandfastened@gmail.com,backyou,theinto,Null,2013-06-07,4169403,"Wood reached into the crate and took out the fourth and last ball. 
",false,true,irl,true
couldata@gmail.com,biteto,anyturning,Null,2018-06-07,5841548,"He wiped it on the troll's trousers. 
",false,false,science,false
Funnyintoare@gmail.com,getRon's,seeTheir,Null,2010-09-05,7065739,"""Are all your family wizards?"" asked Harry, who found Ron just as interesting as Ron found him. 
",false,false,podcasts,false
anythingbeHagrid@gmail.com,managedChocolate,flungpostcard,Null,2015-10-10,3731108,"Mr. Ollivander fixed Harry with his pale stare. 
",false,true,podcasts,false
wasfolkthe@gmail.com,rememberthe,outthe,Null,2014-03-26,1676666,"""It's obvious, isn't it?"" said Ron. ""We've got to play our way across the room."" 
",false,false,gaming,false
schoolchasedpoints@gmail.com,trainway,shetrain,Null,2018-11-16,3106627,"He'd forgotten all about the people in cloaks until he passed a group of them next to the baker's. He eyed them angrily as he passed. He didn't know why, but they made him uneasy. This bunch were whispering excitedly, too, and he couldn't see a single collecting tin. It was on his way back past them, clutching a large doughnut in a bag, that he caught a few words of what they were saying. 
",false,false,podcasts,false
OUCHMcGonagallto@gmail.com,pastiesthe,ofthey,Null,2012-03-22,1328723,"""Still famous,"" said Ron, grinning at him. 
",false,false,etc,false
THEMcGonagallthen@gmail.com,onhesitated,offdormitory,Null,2016-10-02,3929401,"""GET OUT! OUT!"" 
",false,false,gaming,false
roundfilledcare@gmail.com,whichinstant,Goyleher,Null,2016-09-18,3518867,"Vampires? Hags? Harry's head was swimming. Hagrid, meanwhile, was counting bricks in the wall above the trash can. 
",false,false,etc,false
towasthe@gmail.com,driveMalfoy,Theythe,Null,2013-09-24,2232109,"""Why are you going to London?"" Harry asked, trying to keep things friendly. 
",false,true,gaming,false
lastonclass@gmail.com,whenany,theHarry,Null,2018-11-26,495722,"""Bless my soul,"" whispered the old bartender, ""Harry Potter... what an honor."" 
",false,false,podcasts,false
hidHarrytime@gmail.com,weekhorror,ofto,Null,2010-11-05,5799033,"""Maple and phoenix feather. Seven inches. Quite whippy. Try --"" 
",false,false,etc,false
difficultlookingwith@gmail.com,offwas,hadthat,Null,2010-11-23,1707461,"The club flew suddenly out of the troll's hand, rose high, high up into the air, turned slowly over -- and dropped, with a sickening crack, onto its owner's head. The troll swayed on the spot and then fell flat on its face, with a thud that made the whole room tremble. 
",false,false,creative,false
tickettoand@gmail.com,distractedstopped,redthem,Null,2013-02-11,1768789,"""Be warned, Potter -- any more nighttime wanderings and I will personally make sure you are expelled. Good day to you."" 
",false,false,etc,false
withRontoo@gmail.com,thatIt,Ohat,Null,2012-01-17,6960278,"""Lucky you pay attention in Herbology, Hermione,"" said Harry as he joined her by the wall, wiping sweat off his face. 
",false,false,irl,false
trailedsamea@gmail.com,they'dshot,aalready,Null,2013-07-23,6783509,"""How do you know about Fluffy?"" he said. 
",false,false,creative,false
makingyoudon't@gmail.com,isHis,dearlooked,Null,2014-04-12,1408753,"""Oh, you know Quirrell already, do you? No wonder he's looking so nervous, that's Professor Snape. He teaches Potions, but he doesn't want to -- everyone knows he's after Quirrell's job. Knows an awful lot about the Dark Arts, Snape."" 
",false,false,etc,false
pointedsaidas@gmail.com,secondfind,overokay,Null,2012-07-06,6062420,"""Only joking, Mom."" 
",false,false,irl,false
I'mputto@gmail.com,Gryffindorsbe,offeeling,Null,2014-08-09,2378874,"Ron grabbed the binoculars. Snape was in the middle of the stands opposite them. He had his eyes fixed on Harry and was muttering nonstop under his breath. 
",false,false,irl,false
Professorhandparcel@gmail.com,Anddidn't,hurryThey,Null,2010-07-23,1106186,"""Well -- I don' like sayin' the name if I can help it. No one does."" 
",false,true,gaming,true
tableyerSlytherin@gmail.com,somethingHarry,daysswept,Null,2017-01-25,2712619,"Harry took the wand. He felt a sudden warmth in his fingers. He raised the wand above his head, brought it swishing down through the dusty air and a stream of red and gold sparks shot from the end like a firework, throwing dancing spots of light on to the walls. Hagrid whooped and clapped and Mr. Ollivander cried, ""Oh, bravo! Yes, indeed, oh, very good. Well, well, well... how curious... how very curious... “ 
",false,true,gaming,false
thecouldVernon@gmail.com,Hagridfull,donburied,Null,2014-01-24,5705054,"Harry looked at the tiny bottle. 
",false,false,etc,false
wastoadRon@gmail.com,onshe,thoughtwon't,Null,2011-10-09,4600188,"Hagrid looked furious with himself. 
",false,true,science,true
couldmuchhad@gmail.com,saidwas,tookto,Null,2010-11-14,3835683,"""What are you three doing inside?"" 
",false,true,creative,false
everyonewasshame@gmail.com,weekout,haveline,Null,2012-05-03,6511550,"""Yes,"" said Harry. 
",false,true,science,true
shockafternoonground@gmail.com,fromdown,himFlitwick,Null,2014-01-23,4126907,"""Sorry,"" he said, ""but have you seen a toad at all?"" 
",false,false,podcasts,false
playinStoneand@gmail.com,themDUMBLEDORE,Heappearance,Null,2014-02-23,4439499,"The lock clicked and the door swung open -- they piled through it, shut it quickly, and pressed their ears against it, listening. 
",false,false,creative,false
knowMugglewhen@gmail.com,whoasked,youngerplants,Null,2014-11-22,1787689,"Back in the locker room, Wood had taken Harry aside. 
",false,false,podcasts,false
onit'stree@gmail.com,goldteacher,toon,Null,2013-04-12,3838719,"""Oh, Mom, can I go on the train and see him, Mom, eh please...."" 
",false,false,etc,false
hadpostssweeping@gmail.com,wouldn'tdidn't,isand,Null,2018-07-05,5089508,"He left Quirrell to die; he shows just as little mercy to his followers as his enemies. Nevertheless, Harry, while you may only have delayed his return to power, it will merely take someone else who is prepared to fight what seems a losing battle next time -- and if he is delayed again, and again, why, he may never return to power."" 
",false,false,creative,false
snappedMalfoywas@gmail.com,willhopefully,speedingfrom,Null,2013-10-16,3006880,"""Harry, you need your strength,"" said Seamus Finnigan. ""Seekers are always the ones who get clobbered by the other team."" 
",false,false,gaming,false
you'doneas@gmail.com,yehtime,expectedthey,Null,2017-11-10,6190335,"Harry threw the cloak around his shoulders and Ron gave a yell. 
",false,false,science,false
firelifeIt@gmail.com,Itthe,itNow,Null,2011-08-17,363022,"""Only joking, Mom."" 
",false,false,podcasts,false
ownwhatOut@gmail.com,againits,Flameltoward,Null,2010-11-27,4377632,"""Three Chasers,"" Harry repeated, as Wood took out a bright red ball about the size of a soccer ball. 
",false,true,creative,false
behindwasit@gmail.com,livingjoin,Beforea,Null,2018-11-14,157454,"""Oh."" Dudley sat down heavily and grabbed the nearest parcel. ""All right then."" 
",false,false,science,false
I'veofentrance@gmail.com,isdidn't,Dudleythin,Null,2012-05-02,4582624,"Harry climbed over it and looked down through the trapdoor. There was no sign of the bottom. 
",false,true,creative,true
werehundredsthe@gmail.com,ourselvesSorcerer's,atdown,Null,2013-08-16,2160279,"""He thinks this door is locked,"" Harry whispered. ""I think we'll be okay -- get off, Neville!"" For Neville had been tugging on the sleeve of Harry's bathrobe for the last minute. ""What?"" 
",false,true,creative,true
Eachatsaid@gmail.com,Nimbusput,theeasiest,Null,2014-07-12,6908375,"Next second, Quirrell came hurrying out of the classroom straightening his turban. He was pale and looked as though he was about to cry. He strode out of sight; Harry didn't think Quirrell had even noticed him. 
",false,false,gaming,false
itthroughpeople@gmail.com,anythingall,indeedhad,Null,2012-04-15,4968536,"""Neville, ""Ron exploded, ""get away from that hole and don't be an idiot --"" 
",false,false,science,false
beforeMrsinto@gmail.com,himselfnice,sayingproperly,Null,2013-01-10,699670,"Ron dived, Hermione rocketed upward, the key dodged them both, and Harry streaked after it; it sped toward the wall, Harry leaned forward and with a nasty, crunching noise, pinned it against the stone with one hand. Ron and Hermione's cheers echoed around the high chamber. 
",false,true,gaming,false
stufffirstand@gmail.com,uslocked,heUncle,Null,2010-06-19,370942,"""The Sorcerer's Stone! Of course -- the Elixir of Life! But I don't understand who --"" 
",false,false,science,false
youbothsee@gmail.com,Hethe,atLily,Null,2014-01-26,8095560,"""It's not my fault,"" said Wood. ""We've just got to make sure we play a clean game, so Snape hasn't got an excuse to pick on us."" 
",false,false,irl,false
onfromtaking@gmail.com,Quirrell'sbe,myand,Null,2015-06-11,4373354,"""Seeker?"" he said. ""But first years never -- you must be the youngest house player in about a century, said Harry, shoveling pie into his mouth. He felt particularly hungry after the excitement of the afternoon. ""Wood told me."" 
",false,false,etc,false
thecouldhis@gmail.com,seensaid,somenever,Null,2014-01-23,8197922,"Harry shivered. He wasn't sure he liked Mr. Ollivander too much. He paid seven gold Galleons for his wand, and Mr. Ollivander bowed them from his shop. 
",false,true,creative,true
Susansaidjam@gmail.com,knowway,ofBludgers,Null,2015-03-12,3910232,"""A bit. Well, that's something."" Ronan sighed. He flung back his head and stared at the sky. ""Mars is bright tonight."" 
",false,false,etc,false
andtakestood@gmail.com,broughtthem,fightthe,Null,2014-04-13,5395799,"""Just one,"" said Hermione. ""And that reminds me -Harry, Ron, we've got half an hour before lunch, we should be in the library."" 
",false,true,science,false
Professortoon@gmail.com,televisionHagrid,lastway,Null,2011-01-09,4245824,"""I'd take you on anytime on my own,"" said Malfoy. ""Tonight, if you want. 
",false,false,gaming,false
pleaseduncleDursleys@gmail.com,abovethe,goingNah,Null,2017-10-20,4412446,"""We're nearly there,"" he muttered suddenly. ""Let me think let me think..."" 
",false,false,podcasts,false
